metric_formula_name,business_meaning,implementation_path,line,code_snippet,inputs,outputs,edge_case_behavior,fallback_behavior,precision_behavior,duplicate_implementations,status
generic_formula,Detected formula/metric-related computation in code,backend/python/kpis/unit_economics.py,136,bucket_balance = float(balance[mask].sum()),inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/kpis/unit_economics.py,137,"rows.append({'bucket': bucket_name, 'loan_count': int(mask.sum()), 'balance': round(bucket_balance, 2), 'balance_share_pct': round(_safe_pct(bucket_balance, total_balance), 4), 'risk_level': risk_level, 'recommended_action': recommended_action})",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/kpis/unit_economics.py,140,"def calculate_all_unit_economics(df: pd.DataFrame, funding_cost_rate: float=0.08, cac: float=0.0, monthly_arpu: float=0.0) -> dict[str, Any]:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
npl,Detected formula/metric-related computation in code,backend/python/kpis/unit_economics.py,142,"return {'npl': calculate_npl_ratio(pd.DataFrame()), 'lgd': calculate_lgd(pd.DataFrame()), 'cost_of_risk': calculate_cost_of_risk(pd.DataFrame()), 'nim': calculate_nim(pd.DataFrame(), funding_cost_rate), 'payback': calculate_payback_period(cac, monthly_arpu), 'cure_rate': calculate_cure_rate(pd.DataF",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
npl,Detected formula/metric-related computation in code,backend/python/kpis/unit_economics.py,143,"return {'npl': calculate_npl_ratio(df), 'lgd': calculate_lgd(df), 'cost_of_risk': calculate_cost_of_risk(df), 'nim': calculate_nim(df, funding_cost_rate), 'payback': calculate_payback_period(cac, monthly_arpu), 'cure_rate': calculate_cure_rate(df), 'dpd_migration': calculate_dpd_migration_risk(df)}",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/logging_config.py,6,def get_logger(name: str | None=None) -> logging.Logger:,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/logging_config.py,9,"def configure_logging(level: str='INFO', format_string: str | None=None) -> None:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/logging_config.py,11,format_string = '%(asctime)s - %(name)s - %(levelname)s - %(message)s',inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/logging_config.py,16,"logging.basicConfig(level=getattr(logging, level_upper), format=format_string, datefmt='%Y-%m-%d %H:%M:%S')",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/logging_config.py,18,"def _get_float_env(name: str, default: float) -> float:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/logging_config.py,27,def init_sentry(service_name: str) -> None:,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/logging_config.py,34,def set_sentry_correlation(correlation_id: str) -> None:,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/middleware/rate_limiter.py,18,"def is_allowed(self, identifier: str) -> bool:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/middleware/rate_limiter.py,20,cutoff_time = current_time - self.window_seconds,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/middleware/rate_limiter.py,28,"def get_remaining(self, identifier: str) -> int:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/middleware/rate_limiter.py,30,cutoff_time = current_time - self.window_seconds,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/middleware/rate_limiter.py,33,"return max(0, self.max_requests - len(self.requests[identifier]))",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/middleware/rate_limiter.py,35,"def reset(self, identifier: Optional[str]=None) -> None:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/middleware/rate_limiter.py,50,"def is_allowed(self, identifier: str, tokens: int=1) -> bool:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/middleware/rate_limiter.py,54,time_elapsed = current_time - bucket['last_update'],inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/middleware/rate_limiter.py,55,"bucket['tokens'] = min(self.capacity, bucket['tokens'] + time_elapsed * self.rate)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/middleware/rate_limiter.py,58,bucket['tokens'] -= tokens,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/middleware/rate_limiter.py,62,"def get_remaining(self, identifier: str) -> float:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/middleware/rate_limiter.py,66,time_elapsed = current_time - bucket['last_update'],inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/middleware/rate_limiter.py,67,"return min(self.capacity, bucket['tokens'] + time_elapsed * self.rate)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/middleware/rate_limiter.py,69,"def reset(self, identifier: Optional[str]=None) -> None:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/middleware/rate_limiter.py,79,"def rate_limit(limiter: RateLimiter | TokenBucketRateLimiter, identifier_func: Optional[Callable[..., str]]=None) -> Callable[[Callable[..., Any]], Callable[..., Any]]:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/middleware/rate_limiter.py,81,"def decorator(func: Callable[..., Any]) -> Callable[..., Any]:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/middleware/rate_limiter.py,84,"def wrapper(*args: Any, **kwargs: Any) -> Any:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/middleware/rate_limiter.py,86,"identifier = identifier_func(*args, **kwargs)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/middleware/rate_limiter.py,93,"return func(*args, **kwargs)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,9,def _import_pandas() -> Any:,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,14,ALL_FEATURES: List[str] = NUMERIC_FEATURES + ENGINEERED_FEATURES,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,20,"def __init__(self, model: Any=None) -> None:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,26,"def prepare_features(df: Any, payment_df: Optional[Any]=None, customer_df: Optional[Any]=None) -> Any:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,33,features = pd.DataFrame(),inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,36,"features[col] = pd.to_numeric(df[col], errors='coerce')",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
ltv,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,39,"features['ltv_ratio'] = np.where(features['collateral_value'] > 0, features['outstanding_balance'] / features['collateral_value'] * 100, 0.0)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,40,"features['payment_ratio'] = np.where(features['total_scheduled'] > 0, features['last_payment_amount'] / features['total_scheduled'] * 100, 0.0)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,41,return features.fillna(0.0),inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,44,def prepare_target(df: Any) -> Any:,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,52,"def train(self, df: Any, payment_df: Optional[Any]=None, customer_df: Optional[Any]=None, test_size: float=0.2, random_state: int=42, exclude_features: Optional[List[str]]=None, selected_features: Optional[List[str]]=None) -> Dict[str, Any]:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,63,"logger.info('Using %d IV-selected features', len(self.feature_names))",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,70,n_neg = int((y == 0).sum()),inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,71,n_pos = int((y == 1).sum()),inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,72,scale_pos_weight = n_neg / n_pos if n_pos > 0 else 1.0,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,73,"logger.info('Dataset: %d samples, %d defaults (%.2f%%), scale_pos_weight=%.1f', len(y), n_pos, n_pos / len(y) * 100, scale_pos_weight)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,78,"logger.info('Stopped at %d / %d boosting rounds', self.model.best_iteration + 1 if hasattr(self.model, 'best_iteration') else '?', 500)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,82,gini = 2 * auc - 1,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,104,"metrics: Dict[str, Any] = {'auc_roc': round(auc, 4), 'gini_coefficient': round(gini, 4), 'ks_statistic': round(ks_stat, 4), 'cv_auc_mean': round(float(np.mean(cv_aucs)), 4), 'cv_auc_std': round(float(np.std(cv_aucs)), 4), 'accuracy': round(accuracy, 4), 'precision': round(precision, 4), 'recall': ro",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,105,"self.metadata = {'model_type': 'XGBClassifier', 'n_estimators': self.model.best_iteration + 1 if hasattr(self.model, 'best_iteration') else 500, 'max_depth': 4, 'regularisation': {'reg_alpha': 1.0, 'reg_lambda': 5.0, 'gamma': 1.0, 'min_child_weight': 10}, 'features': list(self.feature_names), 'metri",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,106,"logger.info('Model trained: AUC=%.4f, CV AUC=%.4f +/- %.4f', auc, float(np.mean(cv_aucs)), float(np.std(cv_aucs)))",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,110,"def load(cls, path: Union[str, Path]) -> 'DefaultRiskModel':",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,121,meta_path = path.parent / 'default_risk_metadata.json',inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,130,"def save(self, model_dir: str='models/risk') -> str:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,135,model_path = path / 'default_risk_xgb.ubj',inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,137,meta_path = path / 'default_risk_metadata.json',inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,140,def _sanitize(obj: object) -> object:,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,155,"def _can_derive_feature(feature_name: str, loan_data: Dict[str, Any]) -> bool:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,162,"def validate_features(self, loan_data: Dict[str, Any]) -> None:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,166,"def _engineer_features_dict(self, loan_data: Dict[str, Any]) -> Dict[str, Any]:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
ltv,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,171,feat['ltv_ratio'] = balance / collateral * 100 if collateral > 0 else 0.0,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,175,feat['payment_ratio'] = last_payment / scheduled * 100 if scheduled > 0 else 0.0,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,181,"def _build_inference_array(self, loan_data: Dict[str, Any]) -> np.ndarray:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,184,"return np.array([[float(feat[col]) for col in self.feature_names]], dtype=np.float32)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,186,"def predict_proba(self, loan_data: Dict[str, Any], payment_df: Optional[Any]=None, customer_df: Optional[Any]=None) -> float:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,197,"def _predict_with_booster(self, features: np.ndarray) -> np.ndarray:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,202,"def _ensure_features_present(self, X: Any) -> Any:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,208,"def _prepare_batch_features(self, loans: Union[List[Dict[str, Any]], Any], payment_df: Optional[Any]=None, customer_df: Optional[Any]=None) -> Any:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,216,"X = pd.DataFrame(rows, columns=self.feature_names)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,217,df = pd.DataFrame(loans),inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,219,"df = pd.DataFrame(loans) if isinstance(loans, list) else loans",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,224,"def _predict_batch_with_pandas(self, X: Any, df: Any) -> Any:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,226,"return pd.Series(self.model.predict_proba(X)[:, 1], index=df.index)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,228,"def _predict_batch_fallback(self, loans: Union[List[Dict[str, Any]], Any]) -> Any:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,233,"features = np.array(rows, dtype=np.float32)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_model.py,237,"def predict_batch(self, loans: Union[List[Dict[str, Any]], Any], payment_df: Optional[Any]=None, customer_df: Optional[Any]=None) -> Any:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_torch_model.py,17,mean: np.ndarray,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_torch_model.py,18,std: np.ndarray,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_torch_model.py,27,"def load(cls, checkpoint_path: str) -> 'TorchDefaultRiskModel':",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_torch_model.py,41,class _MLP(torch.nn.Module):  # type: ignore[name-defined],inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_torch_model.py,45,"self.net = torch.nn.Sequential(torch.nn.Linear(in_features, hidden), torch.nn.ReLU(), torch.nn.Linear(hidden, hidden // 2), torch.nn.ReLU(), torch.nn.Linear(hidden // 2, 1))",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_torch_model.py,47,"def forward(self, x: Any) -> Any:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_torch_model.py,52,"mean = np.array(payload.get('feature_mean', [0.0] * input_dim), dtype=np.float32)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_torch_model.py,53,"std = np.array(payload.get('feature_std', [1.0] * input_dim), dtype=np.float32)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_torch_model.py,54,"std = np.where(std == 0, 1.0, std)",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_torch_model.py,57,"def validate_features(self, loan_data: dict[str, Any]) -> None:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_torch_model.py,61,"def predict_proba(self, loan_data: dict[str, Any]) -> float:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_torch_model.py,64,values = np.array([float(loan_data[feature]) for feature in FEATURE_ORDER]),inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/default_risk_torch_model.py,65,normalized = ((values - self.mean) / self.std).astype(np.float32),inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
kpi,Detected formula/metric-related computation in code,backend/python/models/kpi_models.py,6,"validation_range: Optional[Tuple[Optional[float], Optional[float]]] = Field(default=None, description='Inclusive min/max bounds for KPI values. Use None to disable a side of the range.')",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
kpi,Detected formula/metric-related computation in code,backend/python/models/kpi_models.py,10,"name: str = Field(..., description='Unique KPI identifier.')",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/kpi_models.py,11,"formula: str = Field(..., description='Formula expression in human-readable form.')",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
kpi,Detected formula/metric-related computation in code,backend/python/models/kpi_models.py,19,"def by_name(self, name: str) -> KpiDefinition:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
kpi,Detected formula/metric-related computation in code,backend/python/models/kpi_models.py,20,for kpi in self.kpis:,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
kpi,Detected formula/metric-related computation in code,backend/python/models/kpi_models.py,21,if kpi.name == name:,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
kpi,Detected formula/metric-related computation in code,backend/python/models/kpi_models.py,22,return kpi,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
kpi,Detected formula/metric-related computation in code,backend/python/models/kpi_models.py,23,"raise KeyError(f""KPI '{name}' not found in registry"")",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/scorecard_model.py,27,def __init__(self) -> None:,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/scorecard_model.py,29,self.iv_table: pd.DataFrame = pd.DataFrame(),inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/scorecard_model.py,32,self.scorecard_table: pd.DataFrame = pd.DataFrame(),inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/scorecard_model.py,37,def _normalize_columns(df: pd.DataFrame) -> None:,inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
generic_formula,Detected formula/metric-related computation in code,backend/python/models/scorecard_model.py,41,"def _find_col(df: pd.DataFrame, *patterns: str) -> Optional[str]:",inferred from local expression,inferred from assignment/return usage,requires manual validation,see code snippet,check rounding/casting in expression,see duplicate map,PARTIAL
