path,classification,reviewed,contains_formula,contains_kpi_logic,contains_risk_logic,contains_duplicate_logic,status,evidence,notes
backend/python/multi_agent/agents/narrative_agent.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,L3:Packages all agent outputs into a board-ready executive narrative. | L17:def agent_id(self) -> str: | L21:def dependencies(self) -> List[str]:,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/multi_agent/agents/pricing_agent.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L12:def agent_id(self) -> str: | L15:def run(self, ctx: AgentContext) -> AgentOutput: | L33:expected_impact=""Restore positive margin"",",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/multi_agent/agents/retention_agent.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,L4:at-risk customers and recommend retention strategies. | L18:def agent_id(self) -> str: | L22:def dependencies(self) -> List[str]:,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/python/multi_agent/agents/revenue_strategy_agent.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L3:Cross-cuts pricing, sales, and collections to align revenue strategy. | L4:Identifies margin compression, production gaps, and collection drag. | L16:def agent_id(self) -> str:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/multi_agent/agents/risk_agent.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L13:def agent_id(self) -> str: | L16:def run(self, ctx: AgentContext) -> AgentOutput: | L17:portfolio = ctx.marts.get(""portfolio_mart"", pd.DataFrame())",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/multi_agent/agents/sales_agent.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L12:def agent_id(self) -> str: | L15:def run(self, ctx: AgentContext) -> AgentOutput: | L16:sales = ctx.marts.get(""sales_mart"", pd.DataFrame())",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/python/multi_agent/agents/segmentation_agent.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L12:def agent_id(self) -> str: | L15:def run(self, ctx: AgentContext) -> AgentOutput: | L16:seg = ctx.features.get(""segment_features"", pd.DataFrame())",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/python/multi_agent/base_agent.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L28:def _default_model(self) -> str: | L29:defaults = {LLMProvider.OPENAI: 'gpt-4o', LLMProvider.GEMINI: 'gemini-2.0-flash- | L30:return defaults.get(self.provider, 'gpt-4o')",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/multi_agent/cli.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L8:def list_scenarios() -> None: | L19:def run_scenario(scenario_name: str, context: Dict[str, Any]) -> None: | L36:def run_agent(agent_role_str: str, user_input: str, context: Optional[Dict[str, ",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/multi_agent/config_historical.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L13:def build_historical_context_provider(cache_ttl_seconds: int=60, mode: Optional[",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/multi_agent/decision_orchestrator.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L5:margin > growth > expansion), and produces a final | L59:def _build_run_order() -> List[DecisionAgent]: | L82:def __init__(self) -> None:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/multi_agent/feature_store/__init__.py,ACTIVE_CANONICAL,yes,no,no,no,no,PASS,,
backend/python/multi_agent/feature_store/builder.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L16:marts: dict[str, pd.DataFrame], | L18:) -> dict[str, pd.DataFrame]: | L19:portfolio = marts.get(""portfolio_mart"", pd.DataFrame())",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/multi_agent/feature_store/campaign_features.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L3:Builds features for marketing/acquisition performance analysis by agents. | L11:def build_campaign_features(marketing: pd.DataFrame) -> pd.DataFrame: | L12:""""""Add derived campaign-level columns from the marketing mart.",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/python/multi_agent/feature_store/customer_features.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L6:def build_customer_features(portfolio_mart: pd.DataFrame) -> pd.DataFrame: | L8:return pd.DataFrame(columns=[""customer_id"", ""loan_count"", ""total_funded"", ""avg_d | L11:portfolio_mart.groupby(""customer_id"")",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/python/multi_agent/feature_store/loan_features.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L1:""""""Loan-level features derived from portfolio mart. | L3:Every feature is computed from the canonical DataFrame produced by | L15:def _d(v: Any) -> Decimal:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/multi_agent/feature_store/segment_features.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L6:def build_segment_features(portfolio_mart: pd.DataFrame) -> pd.DataFrame: | L8:return pd.DataFrame(columns=[""segment"", ""loan_count"", ""avg_apr"", ""avg_dpd""]) | L11:df[""segment""] = df[""dpd_bucket""].fillna(""unknown"")",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/python/multi_agent/feature_store/treasury_features.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L3:Provides liquidity, cash-flow, and funding-position features for agents. | L13:def _d(v) -> Decimal: | L20:def build_treasury_features(treasury: pd.DataFrame) -> dict:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/multi_agent/guardrails.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L9:PII_PATTERNS = {'email': re.compile('\\b[A-Za-z0-9._%+-]+@[A-Za-z0-9.-]+\\.[A-Z| | L12:def redact_pii(cls, text: str, placeholder: str='[REDACTED]') -> str: | L19:def validate_input(cls, data: Dict[str, Any], required_keys: List[str]) -> bool:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/multi_agent/historical_backend_supabase.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L9:def __init__(self) -> None: | L15:self._headers = {'apikey': self.api_key, 'Authorization': f'Bearer {self.api_key | L17:def get_kpi_history(self, kpi_id: str, start_date: date, end_date: date) -> List",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/multi_agent/historical_context.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L8:KPI_IDENTIFIER_DESC = 'KPI identifier' | L33:r_squared: float = Field(..., description='R-squared value (0-1)') | L44:peak_months: List[int] = Field(default_factory=list, description='Months with pe",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/multi_agent/kpi_integration.py,ACTIVE_CANONICAL,yes,yes,yes,no,no,PASS,"L8:kpi_name: str = Field(..., description='Name of the KPI') | L9:value: float = Field(..., description='Computed KPI value') | L34:def update_kpi_value(self, kpi_name: str, value: float, metadata: Optional[Dict[",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
backend/python/multi_agent/llm_agents.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L1:""""""LLM-based agents — all prompt-driven specialist agents in one module. | L10:# --------------------------------------------------------------------------- | L12:# ---------------------------------------------------------------------------",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/multi_agent/orchestrator.py,ACTIVE_CANONICAL,yes,yes,yes,yes,yes,PASS,"L49:def _has_commentary(content: str) -> bool: | L52:def _track_learning_event(self, feature_name: str, action: str, user_id: Optiona | L56:self.usage_tracker.track(feature_name=feature_name, action=action, user_id=user_",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/multi_agent/orchestrator/__init__.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L16:def _load_legacy_orchestrator() -> types.ModuleType: | L18:legacy_path = Path(__file__).resolve().parent.parent / ""orchestrator.py""",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/multi_agent/orchestrator/action_router.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,L4:- ``restrict_growth`` → block sales/marketing pipeline | L5:- ``liquidity_alert`` → escalate to treasury | L6:- ``provision_increase`` → flag for finance,Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/multi_agent/orchestrator/decision_orchestrator.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L13:) -> None: | L17:def run(self) -> dict[str, Any]:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/multi_agent/orchestrator/dependency_graph.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L14:def topological_sort(graph: dict[str, list[str]]) -> list[str]: | L34:in_degree[dependent] -= 1",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/python/multi_agent/orchestrator/priority_rules.py,ACTIVE_CANONICAL,yes,yes,yes,yes,no,PASS,"L4:data_integrity > regulatory_covenant > liquidity > risk > margin > growth > expa | L18:""margin"", | L31:""pricing"": ""margin"",",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/multi_agent/orchestrator/run_first_live_agents.py,ACTIVE_CANONICAL,yes,yes,no,yes,no,PASS,"L16:marts: dict[str, pd.DataFrame], | L18:features: dict[str, pd.DataFrame], | L20:) -> list[AgentOutput]:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/python/multi_agent/protocol.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,L64:model: str = 'gpt-4o',Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/multi_agent/registry/agents.yaml,ACTIVE_NONCANONICAL,yes,no,yes,yes,yes,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/multi_agent/registry/cadences.yaml,ACTIVE_NONCANONICAL,yes,no,no,yes,no,PASS,,Contains risk-related vocabulary.
backend/python/multi_agent/registry/ownership.yaml,ACTIVE_NONCANONICAL,yes,no,no,yes,no,PASS,,Contains risk-related vocabulary.
backend/python/multi_agent/registry/surfaces.yaml,ACTIVE_NONCANONICAL,yes,no,yes,yes,no,PASS,,Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/multi_agent/specialized_agents.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L1:﻿""""""Backward-compatibility shim - canonical module is llm_agents.py.""""""",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/multi_agent/tracing.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,"L23:def generate_trace_id(prefix: str='trace') -> str: | L26:def start_trace(self, agent_role: AgentRole, request: AgentRequest) -> Optional[ | L49:self._cost_accumulator[response.trace_id] = self._cost_accumulator.get(response.",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/schemas.py,ACTIVE_CANONICAL,yes,yes,no,no,no,PASS,L8:def validate_ingestion_contract(df: pl.DataFrame) -> bool: | L25:logger.warning(f'Data Quality: {col} has {invalid} non-positive values') | L31:logger.warning(f'Data Quality: interest_rate has {invalid} out-of-range values'),Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/supabase_pool.py,ACTIVE_CANONICAL,yes,yes,yes,no,no,PASS,"L19:def __init__(self, database_url: str, *, min_size: Optional[int]=None, max_size: | L32:def _normalize_database_url(self, url: str) -> str: | L33:if url.startswith('postgres://') and (not url.startswith('postgresql://')):",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
backend/python/tests/conftest.py,TEST_ONLY,yes,no,no,no,no,PASS,,
backend/python/tests/test_advanced_risk.py,TEST_ONLY,yes,yes,yes,yes,yes,PASS,"L12:self.df = pd.DataFrame({'loan_id': ['L1', 'L2', 'L3', 'L4'], 'borrower_id': ['B1 | L17:self.assertEqual(metrics['par30'], 90.0) | L18:self.assertEqual(metrics['par60'], 70.0)",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/tests/test_advanced_risk_api.py,TEST_ONLY,yes,yes,yes,yes,yes,PASS,"L4:def _sample_payload() -> dict: | L9:response = client.post('/analytics/advanced-risk', json=_sample_payload()) | L12:expected_top_level_keys = {'par30', 'par60', 'par90', 'default_rate', 'collectio",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/tests/test_advanced_risk_openapi.py,TEST_ONLY,yes,yes,yes,yes,yes,PASS,L6:response = client.get('/openapi.json') | L9:assert '/analytics/advanced-risk' in spec['paths'] | L10:post = spec['paths']['/analytics/advanced-risk']['post'],Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/tests/test_asset_quality_parity.py,TEST_ONLY,yes,yes,yes,yes,yes,PASS,"L9:def _loans_snapshot() -> pd.DataFrame: | L10:return pd.DataFrame({'loan_id': ['L1', 'L2', 'L3', 'L4'], 'outstanding_loan_valu | L12:def _intermedia_from_loans(loans: pd.DataFrame) -> pd.DataFrame:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/tests/test_catalog_processor_strategic.py,TEST_ONLY,yes,yes,yes,yes,yes,PASS,"L8:self.loans_df = pd.DataFrame({'loan_id': ['L1', 'L2', 'L3', 'L4', 'L5', 'L6'], ' | L9:self.payments_df = pd.DataFrame({'payment_date': ['2025-01-31', '2025-02-28', '2 | L10:self.customers_df = pd.DataFrame({'customer_id': ['C1', 'C2', 'C3', 'C4', 'C5', ",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/tests/test_cohort_analytics.py,TEST_ONLY,yes,yes,no,yes,no,PASS,"L7:def _loan_record(**overrides: Any) -> LoanRecord: | L12:def _cohort_loans() -> list[LoanRecord]: | L15:return [_loan_record(id='L1', borrower_id='B1', loan_amount=1000.0, principal_ba",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/python/tests/test_cohort_analytics_api.py,TEST_ONLY,yes,yes,no,yes,no,PASS,"L4:def _payload() -> dict: | L5:return {'loans': [{'id': 'L1', 'borrower_id': 'B1', 'loan_amount': 1000.0, 'prin | L9:response = client.post('/analytics/cohorts', json=_payload())",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/python/tests/test_cohort_analytics_openapi.py,TEST_ONLY,yes,yes,no,no,no,PASS,L6:response = client.get('/openapi.json') | L9:assert '/analytics/cohorts' in spec['paths'] | L10:post = spec['paths']['/analytics/cohorts']['post'],Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/tests/test_data_quality_profile.py,TEST_ONLY,yes,yes,yes,yes,no,PASS,"L1:""""""Tests for Finding 3: data quality profile must return score=0.0 for no-data i | L4:None input and empty lists yield ``data_quality_score=0.0`` with explicit | L13:client = TestClient(app)  # type: ignore[arg-type]",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/tests/test_decision_dashboard.py,TEST_ONLY,yes,yes,yes,no,yes,PASS,"L6:def _sample_loans_payload() -> dict: | L8:return {'loans': [{'id': 'L1', 'borrower_id': 'B1', 'loan_amount': 1000.0, 'prin | L11:healthy = calculate_portfolio_health_score(par30=1.0, collection_rate=98.0, npl=",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
backend/python/tests/test_decision_dashboard_openapi.py,TEST_ONLY,yes,yes,no,no,no,PASS,L6:response = client.get('/openapi.json') | L9:assert '/analytics/decision-dashboard' in spec['paths'] | L10:post = spec['paths']['/analytics/decision-dashboard']['post'],Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/tests/test_graph_analytics.py,TEST_ONLY,yes,yes,no,yes,no,PASS,"L6:def _intermedia_df() -> pd.DataFrame: | L7:return pd.DataFrame({'TotalSaldoVigente': [100.0, 200.0, 300.0], 'FechaPagoProgr | L9:def test_npl_benchmarks_uses_ssot_for_npl_90_and_npl_180() -> None:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/python/tests/test_kpi_engine.py,TEST_ONLY,yes,yes,yes,yes,yes,PASS,"L10:self.sample_df = pd.DataFrame({'dpd_30_60_usd': [100.0, 200.0, 150.0], 'dpd_60_9 | L11:self.empty_df = pd.DataFrame() | L17:self.assertIsInstance(engine.df, pd.DataFrame)",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/tests/test_kpi_prometheus_integration.py,TEST_ONLY,yes,yes,yes,no,yes,PASS,"L4:def _sample_realtime_payload() -> dict: | L5:return {'loans': [{'id': 'L1', 'loan_amount': 1000.0, 'principal_balance': 1000. | L9:response = client.get('/metrics/kpis')",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
backend/python/tests/test_kpi_realtime_api.py,TEST_ONLY,yes,yes,yes,yes,yes,PASS,"L7:payload = {'loans': [{'id': 'L1', 'loan_amount': 1000.0, 'principal_balance': 10 | L8:response = client.post('/analytics/kpis', json=payload) | L11:assert body['CollectionRate'] is not None",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/tests/test_kpi_service_realtime.py,TEST_ONLY,yes,yes,yes,yes,yes,PASS,"L12:loans = [LoanRecord(id='L1', loan_amount=1000.0, principal_balance=1000.0, inter | L15:assert 'COLLECTION_RATE' in kpi_map | L16:assert kpi_map['COLLECTION_RATE'].value == pytest.approx(62.0)",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/tests/test_kpi_service_safe_coercion.py,TEST_ONLY,yes,yes,no,yes,no,PASS,L8:def __float__(self) -> float: | L9:return 1.0 / 0  # raises ZeroDivisionError — not caught by _safe_float/_safe_int | L14:def __float__(self) -> float:,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/python/tests/test_kpi_stream_websocket.py,TEST_ONLY,yes,yes,yes,no,yes,PASS,"L7:kpi = MagicMock() | L8:kpi.model_dump.return_value = {'id': 'COLLECTION_RATE', 'name': 'Collection Rate | L9:return kpi",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
backend/python/tests/test_logging_config.py,TEST_ONLY,yes,no,no,no,no,PASS,,
backend/python/tests/test_multi_agent_config_historical.py,TEST_ONLY,yes,yes,no,no,no,PASS,"L10:def _assert_provider_mode(provider: HistoricalContextProvider, expected_mode: st | L15:def _assert_history_sample_contract(sample: object) -> None: | L59:start_dt = end_dt - timedelta(days=30)",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/tests/test_multi_agent_continuous_learning.py,TEST_ONLY,yes,yes,yes,yes,no,PASS,"L15:def _response(role: AgentRole, trace_id: str, content: str) -> AgentResponse: | L49:self.orchestrator.record_feedback(trace_id='trace_feedback_2', rating=3, comment",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/tests/test_multi_agent_database_designer_agent.py,TEST_ONLY,yes,yes,no,no,no,PASS,L8:def setUp(self) -> None: | L14:def tearDown(self) -> None:,Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/tests/test_multi_agent_historical_context.py,TEST_ONLY,yes,yes,no,no,yes,PASS,"L18:history = self.provider.get_kpi_history('default_rate', start_date, end_date) | L21:self.assertEqual(history[0].kpi_id, 'default_rate') | L23:self.assertEqual(history[-1].date, end_date)",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/tests/test_multi_agent_historical_supabase_integration.py,TEST_ONLY,yes,yes,no,no,no,PASS,"L9:def _supabase_configured() -> bool: | L14:placeholder_urls = ['your-project', 'https://your-project.supabase.co', 'your-pr | L15:placeholder_keys = ['your-key', 'your-anon-key']",Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/tests/test_multi_agent_multi_agent_unittest.py,TEST_ONLY,yes,yes,yes,yes,no,PASS,"L61:text = 'SSN: 123-45-6789' | L63:self.assertNotIn('123-45-6789', redacted) | L67:text = 'Call me at 555-123-4567'",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/tests/test_multi_agent_trend_analysis_g4_2.py,TEST_ONLY,yes,yes,yes,no,no,PASS,"L18:self.provider.get_exponential_trend('test_kpi', alpha=-0.1) | L117:self.assertGreater(ci['upper_bound'] - ci['lower_bound'], 0) | L122:width_90 = ci_90['upper_bound'] - ci_90['lower_bound']",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary.
backend/python/tests/test_next_gen_kpis.py,TEST_ONLY,yes,yes,yes,yes,yes,PASS,"L10:loans = [LoanRecord(id='L1', loan_amount=1000.0, principal_balance=1000.0, inter | L13:assert 'PAR60' in kpi_map | L14:assert 'NPL' in kpi_map",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/tests/test_nsm_recurrent_tpv.py,TEST_ONLY,yes,yes,yes,yes,no,PASS,"L5:def _make_df(rows: list[dict]) -> pd.DataFrame: | L6:return pd.DataFrame(rows) | L11:df = _make_df([{'client_id': 'A', 'origination_date': '2026-01-10', 'amount': 10",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/tests/test_nsm_recurrent_tpv_api.py,TEST_ONLY,yes,yes,no,no,no,PASS,L10:response = client.get('/analytics/nsm') | L18:run_dir = tmp_path / 'logs' / 'runs' / '20260101_abc12345' | L21:response = client.get('/analytics/nsm'),Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/tests/test_portfolio_analytics.py,TEST_ONLY,yes,yes,no,yes,no,PASS,"L6:def test_credit_line_category_kpis_uses_ssot_for_par_metrics() -> None: | L7:loans_df = pd.DataFrame({'loan_id': ['L1', 'L2', 'L3'], 'categorialineacredito':",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/python/tests/test_roll_rate_analytics.py,TEST_ONLY,yes,yes,no,yes,no,PASS,"L7:def _loan_record(**overrides: Any) -> LoanRecord: | L12:def _roll_rate_loans() -> list[LoanRecord]: | L13:return [_loan_record(id='L1', borrower_id='B1', loan_amount=1200.0, principal_ba",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/python/tests/test_roll_rate_analytics_api.py,TEST_ONLY,yes,yes,no,yes,no,PASS,"L4:def _payload() -> dict: | L5:return {'loans': [{'id': 'L1', 'borrower_id': 'B1', 'loan_amount': 1200.0, 'prin | L9:response = client.post('/analytics/roll-rates', json=_payload())",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/python/tests/test_roll_rate_analytics_openapi.py,TEST_ONLY,yes,yes,no,no,no,PASS,L6:response = client.get('/openapi.json') | L9:assert '/analytics/roll-rates' in spec['paths'] | L10:post = spec['paths']['/analytics/roll-rates']['post'],Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/tests/test_segment_analytics.py,TEST_ONLY,yes,yes,no,yes,no,PASS,"L5:def _segment_loans() -> list[LoanRecord]: | L6:return [LoanRecord(id='L1', borrower_id='B1', loan_amount=800.0, principal_balan",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/python/tests/test_segment_analytics_api.py,TEST_ONLY,yes,yes,no,yes,no,PASS,"L4:def _payload() -> dict: | L5:return {'dimension': 'risk_band', 'top_n': 10, 'loans': [{'id': 'L1', 'borrower_ | L9:response = client.post('/analytics/segments', json=_payload())",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/python/tests/test_segment_analytics_openapi.py,TEST_ONLY,yes,yes,no,no,no,PASS,L6:response = client.get('/openapi.json') | L9:assert '/analytics/segments' in spec['paths'] | L10:post = spec['paths']['/analytics/segments']['post'],Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/tests/test_segmentation_model.py,TEST_ONLY,yes,yes,no,yes,no,PASS,L13:def _make_loan_df(n: int = 40) -> pd.DataFrame: | L14:rng = np.random.default_rng(42) | L15:return pd.DataFrame({,Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
backend/python/tests/test_settings_config.py,TEST_ONLY,yes,yes,no,no,no,PASS,L11:config_dir = root / 'config' | L13:(config_dir / 'business_rules.yaml').write_text('\nguardrails:\n  target_rotatio | L25:config_dir = root / 'config',Contains metric/formula-related logic; reviewed line-by-line via scripted pass.
backend/python/tests/test_ssot_asset_quality.py,TEST_ONLY,yes,yes,yes,yes,yes,PASS,"L10:return pd.DataFrame({ | L20:return pd.DataFrame({ | L22:'outstanding_principal': [10000.0, np.nan],",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/tests/test_ssot_asset_quality_empty_input.py,TEST_ONLY,yes,yes,yes,yes,yes,PASS,"L6:balance = pd.Series([], dtype=float) | L7:dpd = pd.Series([], dtype=float) | L9:calculate_asset_quality_metrics(balance, dpd, actor='asset_quality_test', metric",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/tests/test_strategic_modules.py,TEST_ONLY,yes,yes,yes,yes,yes,PASS,"L8:def _sample_loans(self) -> pd.DataFrame: | L9:return pd.DataFrame({'loan_id': ['L1', 'L2', 'L3', 'L4', 'L5', 'L6'], 'outstandi | L11:def _sample_payments(self) -> pd.DataFrame:",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains KPI/metric vocabulary. Contains risk-related vocabulary.
backend/python/tests/test_stress_test.py,TEST_ONLY,yes,yes,no,yes,no,PASS,"L5:def _stress_loans() -> list[LoanRecord]: | L6:return [LoanRecord(id='L1', borrower_id='B1', loan_amount=1000.0, principal_bala | L17:assert response.deltas.expected_credit_loss_usd == round(response.stressed.expec",Contains metric/formula-related logic; reviewed line-by-line via scripted pass. Contains risk-related vocabulary.
