id,severity,file,line,logic,why_dangerous,correct_behavior
CF-0338,HIGH,backend/python/kpis/portfolio_analytics.py,184,ce['_bal'] = ce[loan_id].map(bal_map).fillna(0),Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0339,HIGH,backend/python/kpis/portfolio_analytics.py,202,"df = df.merge(coll_agg, on=loan_id, how='left').fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0340,HIGH,backend/python/kpis/portfolio_analytics.py,244,"scatter_data = [{'customer_id': str(row[cust_col]), 'equifax_score': round(float(row['_eq']), 1), 'actual_dpd': round(float(row['_dpd']), 1), 'expected_dpd': round(float(row['_expected_dpd']), 1), 'residual': round(float(row['_residual']), 1), 'alpha_flag': bool(row['_alpha_flag']), 'risk_flag': bool(row['_risk_flag']), 'total_balance_usd': round(float(row.get('total_bal', 0)), 2)} for _, row in df.iterrows()]",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0341,HIGH,backend/python/kpis/portfolio_analytics.py,310,"df[c] = pd.to_numeric(df[c], errors='coerce').fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0342,HIGH,backend/python/kpis/portfolio_analytics.py,316,df['_rev'] = df[loan_id].map(rev_by_loan).fillna(0) if loan_id else 0.0,Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0343,MEDIUM,backend/python/kpis/ssot_asset_quality.py,20,# NPL (Non-Performing Loan) follows Basel-II/III: a loan is non-performing when,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0344,MEDIUM,backend/python/kpis/ssot_asset_quality.py,22,"# ""defaulted"" by the credit officer. DPD < 90 is early/moderate delinquency and",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0345,MEDIUM,backend/python/kpis/ssot_asset_quality.py,23,# is captured by PAR30 / PAR60 — NOT by NPL.,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0346,MEDIUM,backend/python/kpis/ssot_asset_quality.py,30,# PAR30 / PAR60 / PAR90 remain strictly DPD-threshold metrics (no status gate).,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0347,MEDIUM,backend/python/kpis/ssot_asset_quality.py,48,# NPL = severe delinquency per Basel-II/III: 90+ DPD or explicitly defaulted.,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0348,HIGH,backend/python/kpis/strategic_modules.py,16,"return pd.to_numeric(df[col], errors='coerce').fillna(0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0349,HIGH,backend/python/kpis/strategic_modules.py,20,"return {'par30': values.get('par30', 0.0), 'par90': values.get('par90', 0.0), 'npl180': values.get('npl180', 0.0)}",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0350,MEDIUM,backend/python/kpis/strategic_modules.py,55,z_scores = (series - w_mean) / w_std,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0351,HIGH,backend/python/kpis/strategic_modules.py,107,"x_raw = pd.DataFrame({fname: _num(loans_df, col) for fname, col in feature_cols.items()}).fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0352,MEDIUM,backend/python/kpis/strategic_modules.py,167,"return {'status': 'ok', 'auc_mean': round(float(auc_scores.mean()), 4), 'auc_std': round(float(auc_scores.std()), 4), 'auc_by_fold': [round(float(s), 4) for s in auc_scores], 'calibration_slope': round(calib_slope, 4) if calib_slope else None, 'feature_importance': feature_importance, 'features_used': list(feature_cols.keys()), 'n_defaults': n_pos, 'n_non_defaults': n_neg, 'default_rate_actual': round(n_pos / (n_pos + n_neg) * 100, 2), 'cv_folds': cv_folds, 'model_type': 'logistic_regression_exp",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0353,HIGH,backend/python/kpis/strategic_modules.py,189,"return monthly_df.groupby('_month')[amount_col].apply(lambda series: pd.to_numeric(series, errors='coerce').fillna(0).sum()).tail(tail_months)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0354,HIGH,backend/python/kpis/strategic_modules.py,195,"df_par['_dpd'] = pd.to_numeric(df_par[dpd_col], errors='coerce').fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0355,HIGH,backend/python/kpis/strategic_modules.py,196,"df_par['_bal'] = pd.to_numeric(df_par[bal_col], errors='coerce').fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0356,MEDIUM,backend/python/kpis/strategic_modules.py,254,return float(disb12 / total_bal),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0357,MEDIUM,backend/python/kpis/strategic_modules.py,350,"apr_var_pct = round(apr_var / apr_min * 100, 1) if apr_min else None",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0358,MEDIUM,backend/python/kpis/strategic_modules.py,354,"apr_var_pct = round(apr_var / apr_max * 100, 1) if apr_max else None",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0359,MEDIUM,backend/python/kpis/strategic_modules.py,373,ce_source = f'payments.true_total_payment / loan.{sched}' if sched else 'payments.true_total_payment / loan.disbursement_amount (6m proxy)',Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0360,MEDIUM,backend/python/kpis/strategic_modules.py,452,"_IMPACT_MAP = {'top1_concentration_pct': ('high', 'medium', 'Credit / Risk', 'Cap single-debtor exposure. Originate diversification ops with alternative pagadores.'), 'top10_concentration_pct': ('high', 'low', 'Credit / Risk', 'Activate debtor-limit alerts. Rebalance origination pipeline away from top-10 cluster.'), 'par30_pct': ('high', 'medium', 'Collections', 'Launch DPD 15+ early warning workflow. Assign KAM follow-up for outstanding ops.'), 'par90_pct': ('high', 'high', 'Collections / Risk'",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0361,MEDIUM,backend/python/kpis/strategic_modules.py,453,"_NO_DATA_ACTION_MAP = {'apr_pct_ann': ('medium', 'low', 'Pricing', 'APR data unavailable. Complete APR field mapping in loan tape and backfill historical values for policy monitoring.'), 'dscr': ('high', 'medium', 'Finance / Risk', 'DSCR data unavailable. Integrate NOI and debt service fields from borrower financials to enable covenant monitoring.')}",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0362,HIGH,backend/python/kpis/strategic_modules.py,504,"sort_value = row.get('variance', 0) if variance_key == 'variance' else 0",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0363,HIGH,backend/python/kpis/strategic_modules.py,522,"first_val = rows[0].get('value', 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0364,HIGH,backend/python/kpis/strategic_modules.py,523,"last_val = rows[-1].get('value', 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0365,HIGH,backend/python/kpis/strategic_modules.py,533,"total_flagged_bal = sum((a.get('outstanding_usd', 0) for a in outlier_alerts[:20]))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0366,HIGH,backend/python/kpis/strategic_modules.py,541,"return [{'area': 'Credit', 'action': f""PD model identifies {len(top_pd)} loans with PD >= 50% (AUC {pd_result.get('auc_mean', 0):.3f}). Flag for enhanced monitoring, provisioning review, and collections escalation."", 'impact': 'high', 'effort': 'low', 'source': 'pd_model', 'metric': 'probability_of_default', 'variance': None, '_sort_key': (0, -len(top_pd))}]",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0367,MEDIUM,backend/python/kpis/target_loader.py,89,"variance_pct = (variance_amount / target * Decimal(100)).quantize(Decimal(""0.01""))",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0368,MEDIUM,backend/python/kpis/target_loader.py,135,"""""""Export targets as DataFrame (for database/display).",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0369,MEDIUM,backend/python/kpis/target_loader.py,148,"""target_in_millions"": float(target) / 1_000_000,",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0370,MEDIUM,backend/python/kpis/unit_economics.py,7,_CURE_RATE_FORMULA = 'delinquent_with_recent_payment / total_delinquent * 100',Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0371,MEDIUM,backend/python/kpis/unit_economics.py,8,_CURE_RATE_NOTE = 'Proxy metric: requires T/T-1 snapshots for precise cure rate',Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0372,MEDIUM,backend/python/kpis/unit_economics.py,32,"return {'npl_ratio': 0.0, 'npl_balance': 0.0, 'total_balance': 0.0, 'npl_loan_count': 0, 'formula': ""SUM(balance WHERE dpd >= 90 OR status IN (defaulted, written_off)) / SUM(balance) * 100""}",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0373,MEDIUM,backend/python/kpis/unit_economics.py,47,"return {'npl_ratio': npl_ratio, 'npl_balance': float(round(npl_balance, 2)), 'total_balance': float(round(total_balance, 2)), 'npl_loan_count': npl_loan_count, 'formula': ""SUM(balance WHERE dpd >= 90 OR status IN (defaulted, written_off)) / SUM(balance) * 100""}",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0374,MEDIUM,backend/python/kpis/unit_economics.py,50,"empty_result: dict[str, Any] = {'lgd_pct': 0.0, 'recovery_rate_pct': 0.0, 'defaulted_balance': 0.0, 'recovered_amount': 0.0, 'formula': '(defaulted_balance - recovered_amount) / defaulted_balance * 100'}",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0375,MEDIUM,backend/python/kpis/unit_economics.py,68,"return {'lgd_pct': lgd, 'recovery_rate_pct': round(recovery_rate, 4), 'defaulted_balance': round(defaulted_balance, 2), 'recovered_amount': round(recovered, 2), 'formula': '(defaulted_balance - recovered_amount) / defaulted_balance * 100'}",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0376,MEDIUM,backend/python/kpis/unit_economics.py,72,"return {'cost_of_risk_pct': 0.0, 'npl_ratio': 0.0, 'lgd_pct': 0.0, 'expected_loss_balance': 0.0, 'formula': 'NPL_ratio * LGD / 100'}",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0377,MEDIUM,backend/python/kpis/unit_economics.py,77,"cor = round(npl_ratio * lgd_pct / 100.0, 4)",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0378,MEDIUM,backend/python/kpis/unit_economics.py,79,"return {'cost_of_risk_pct': cor, 'npl_ratio': npl_ratio, 'lgd_pct': lgd_pct, 'expected_loss_balance': round(npl_data['total_balance'] * cor / 100.0, 2), 'formula': 'NPL_ratio * LGD / 100'}",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0379,MEDIUM,backend/python/kpis/unit_economics.py,93,rates = rates / 100.0,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0380,MEDIUM,backend/python/kpis/unit_economics.py,104,"return {'payback_months': None, 'cac': round(cac, 2), 'monthly_arpu': round(monthly_arpu, 2), 'formula': 'CAC / monthly_ARPU'}",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0381,MEDIUM,backend/python/kpis/unit_economics.py,105,"payback = round(cac / monthly_arpu, 2)",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0382,MEDIUM,backend/python/kpis/unit_economics.py,107,"return {'payback_months': payback, 'cac': round(cac, 2), 'monthly_arpu': round(monthly_arpu, 2), 'formula': 'CAC / monthly_ARPU'}",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0383,MEDIUM,backend/python/kpis/unit_economics.py,133,"buckets_def: list[tuple[str, pd.Series, str, str]] = [('current', dpd <= 0, 'low', 'Monitor – no immediate action'), ('dpd_1_30', (dpd > 0) & (dpd <= 30), 'medium', 'Trigger early collection contact (SMS / call)'), ('dpd_31_60', (dpd > 30) & (dpd <= 60), 'high', 'Escalate collection intensity – send formal notice'), ('dpd_61_90', (dpd > 60) & (dpd <= 90), 'critical', 'Activate legal / field team and restructure review'), ('dpd_90_plus', dpd > 90, 'critical', 'Full provision write-off candidate –",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0384,HIGH,backend/python/models/default_risk_model.py,41,return features.fillna(0.0),Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0385,MEDIUM,backend/python/models/default_risk_model.py,73,"logger.info('Dataset: %d samples, %d defaults (%.2f%%), scale_pos_weight=%.1f', len(y), n_pos, n_pos / len(y) * 100, scale_pos_weight)",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0386,MEDIUM,backend/python/models/default_risk_model.py,130,"def save(self, model_dir: str='models/risk') -> str:",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0387,HIGH,backend/python/models/default_risk_model.py,169,"collateral = float(loan_data.get('collateral_value', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0388,HIGH,backend/python/models/default_risk_model.py,170,"balance = float(loan_data.get('outstanding_balance', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0389,HIGH,backend/python/models/default_risk_model.py,173,"scheduled = float(loan_data.get('total_scheduled', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0390,HIGH,backend/python/models/default_risk_model.py,174,"last_payment = float(loan_data.get('last_payment_amount', 0.0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0391,MEDIUM,backend/python/models/default_risk_torch_model.py,65,normalized = ((values - self.mean) / self.std).astype(np.float32),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0392,MEDIUM,backend/python/models/kpi_models.py,6,"validation_range: Optional[Tuple[Optional[float], Optional[float]]] = Field(default=None, description='Inclusive min/max bounds for KPI values. Use None to disable a side of the range.')",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0393,HIGH,backend/python/models/scorecard_model.py,61,"loan_df['days_past_due'] = pd.to_numeric(loan_df[dpd_col], errors='coerce').fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0394,HIGH,backend/python/models/scorecard_model.py,77,"loan_df['ltv_ratio'] = np.where(pd.to_numeric(loan_df['collateral_value'], errors='coerce').fillna(0) > 0, pd.to_numeric(loan_df['outstanding_balance'], errors='coerce').fillna(0) / pd.to_numeric(loan_df['collateral_value'], errors='coerce').fillna(1) * 100, np.nan)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0395,HIGH,backend/python/models/scorecard_model.py,79,"loan_df['payment_ratio'] = np.where(pd.to_numeric(loan_df['total_scheduled'], errors='coerce').fillna(0) > 0, pd.to_numeric(loan_df['last_payment_amount'], errors='coerce').fillna(0) / pd.to_numeric(loan_df['total_scheduled'], errors='coerce').fillna(1) * 100, np.nan)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0396,MEDIUM,backend/python/models/scorecard_model.py,272,factor = PDO / np.log(2),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0397,MEDIUM,backend/python/models/scorecard_model.py,341,factor = PDO / np.log(2),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0398,HIGH,backend/python/models/scorecard_model.py,351,"woe_val = row.get('WoE', 0.0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0399,HIGH,backend/python/models/scorecard_model.py,355,"rows.append({'feature': feat, 'bin': str(row.get('Bin', '')), 'count': int(row.get('Count', 0)), 'event_rate': round(float(row.get('Event rate', 0)) * 100, 2), 'woe': round(float(woe_val), 4), 'iv_bin': round(float(row.get('IV', 0)), 4), 'points': round(float(points), 1)})",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0400,MEDIUM,backend/python/models/scorecard_model.py,372,log_odds = np.log(pd_prob / (1 - pd_prob)),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0401,MEDIUM,backend/python/models/scorecard_model.py,375,"def save(self, model_dir: str='models/scorecard') -> str:",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0402,MEDIUM,backend/python/models/scorecard_model.py,391,"def load(cls, model_dir: str='models/scorecard') -> 'ScorecardModel':",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0403,MEDIUM,backend/python/models/segmentation_model.py,15,"SEGMENT_HIGH_VELOCITY = ""High Velocity / Low Risk""",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0404,MEDIUM,backend/python/models/segmentation_model.py,39,"- High Velocity / Low Risk  : high TPV, near-zero DPD",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0405,MEDIUM,backend/python/models/segmentation_model.py,51,model.save('models/segmentation'),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0406,MEDIUM,backend/python/models/segmentation_model.py,54,model2 = SegmentationModel.load('models/segmentation'),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0407,MEDIUM,backend/python/models/segmentation_model.py,161,shares = cnt / cnt.sum(),Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0408,HIGH,backend/python/models/segmentation_model.py,211,"combined[""_scheduled""].fillna(0) > 0,",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0409,MEDIUM,backend/python/models/segmentation_model.py,229,Both DataFrames are normalized in-place (column names stripped/lowercased).,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0410,MEDIUM,backend/python/models/segmentation_model.py,315,→ High Velocity / Low Risk,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0411,MEDIUM,backend/python/models/segmentation_model.py,456,Assign business segment labels to new loan/payment data.,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0412,MEDIUM,backend/python/models/segmentation_model.py,501,"def save(self, model_dir: str = ""models/segmentation"") -> str:",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0413,MEDIUM,backend/python/models/segmentation_model.py,520,"def load(cls, model_dir: str = ""models/segmentation"") -> ""SegmentationModel"":",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0414,HIGH,backend/python/monitoring/kpi_metrics.py,29,"value = float(kpi_result.get('value', 0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0415,MEDIUM,backend/python/multi_agent/agents/__init__.py,1,"""""""Decision-grade agents — analytical agents that consume marts/metrics.",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0416,MEDIUM,backend/python/multi_agent/agents/cfo_agent.py,3,"Synthesizes capital adequacy, covenant status, P&L trajectory, and ROE/ROA",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0417,MEDIUM,backend/python/multi_agent/agents/cfo_agent.py,66,# ROE/ROA monitoring,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0418,MEDIUM,backend/python/multi_agent/agents/cfo_agent.py,88,"f""D/E ratio at {d_e:.2f} — above 4x threshold"",",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0419,MEDIUM,backend/python/multi_agent/agents/cfo_agent.py,128,"summary_parts = [f""ROE {roe:.1f}%"" if roe else ""ROE n/a""]",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0420,MEDIUM,backend/python/multi_agent/agents/cfo_agent.py,129,"summary_parts.append(f""ROA {roa:.1f}%"" if roa else ""ROA n/a"")",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0421,MEDIUM,backend/python/multi_agent/agents/cfo_agent.py,130,"summary_parts.append(f""D/E {d_e:.2f}"" if d_e else ""D/E n/a"")",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0422,HIGH,backend/python/multi_agent/agents/cohort_vintage_agent.py,41,"worst_default = worst.get(""default_rate"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0423,HIGH,backend/python/multi_agent/agents/cohort_vintage_agent.py,60,"recent_3 = [v[1].get(""default_rate"", 0) for v in sorted_vintages[-3:]]",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0424,MEDIUM,backend/python/multi_agent/agents/cohort_vintage_agent.py,74,"summary=f""Cohort: {len(vintages)} vintages analysed. Worst={worst.get('vintage', 'N/A')}. {len(alerts)} alerts."",",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0425,HIGH,backend/python/multi_agent/agents/collections_agent.py,48,"rate = col_rate.get(""collection_rate"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0426,HIGH,backend/python/multi_agent/agents/collections_agent.py,64,"cure_val = cure.get(""cure_rate"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0427,HIGH,backend/python/multi_agent/agents/collections_agent.py,73,"bucket_90_plus = rolls.get(""bucket_90_180"", 0) + rolls.get(""bucket_180_plus"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0428,HIGH,backend/python/multi_agent/agents/collections_agent.py,84,"dpd_col = pd.to_numeric(collections[""dpd""], errors=""coerce"").fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0429,HIGH,backend/python/multi_agent/agents/concentration_agent.py,45,"hhi_val = hhi.get(""hhi_index"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0430,HIGH,backend/python/multi_agent/agents/concentration_agent.py,71,"top10 = top_n.get(""top_10_pct"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0431,HIGH,backend/python/multi_agent/agents/concentration_agent.py,83,"top1 = top_n.get(""top_1_pct"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0432,MEDIUM,backend/python/multi_agent/agents/covenant_agent.py,3,Validates all fund/lender covenant thresholds against current metrics.,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0433,HIGH,backend/python/multi_agent/agents/covenant_agent.py,45,"metrics[""covenants_checked""] = metrics.get(""covenants_checked"", 0) + 1",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0434,HIGH,backend/python/multi_agent/agents/liquidity_agent.py,41,"ratio = liq.get(""liquidity_ratio"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0435,HIGH,backend/python/multi_agent/agents/liquidity_agent.py,71,"util_pct = util.get(""funding_utilization"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0436,HIGH,backend/python/multi_agent/agents/marketing_agent.py,53,"repeat_rate = ctx.metrics.get(""repeat_borrower_rate"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0437,MEDIUM,backend/python/multi_agent/agents/marketing_agent.py,62,"""launch_loyalty"", ""Design loyalty/referral program"",",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0438,HIGH,backend/python/multi_agent/agents/marketing_agent.py,69,"if seg.get(""segment"", """").startswith(""ticket_micro"") and seg.get(""count"", 0) > 0:",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0439,HIGH,backend/python/multi_agent/agents/narrative_agent.py,31,"aum = m.get(""total_outstanding_balance"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0440,HIGH,backend/python/multi_agent/agents/narrative_agent.py,32,"par30 = m.get(""par_30"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0441,HIGH,backend/python/multi_agent/agents/narrative_agent.py,33,"npl = m.get(""npl_ratio"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0442,HIGH,backend/python/multi_agent/agents/narrative_agent.py,34,"default = m.get(""default_rate"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0443,HIGH,backend/python/multi_agent/agents/narrative_agent.py,35,"collection_rate = m.get(""collection_rate"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0444,HIGH,backend/python/multi_agent/agents/narrative_agent.py,36,"nim = m.get(""net_interest_margin"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0445,HIGH,backend/python/multi_agent/agents/narrative_agent.py,37,"liq = m.get(""liquidity_ratio"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0446,HIGH,backend/python/multi_agent/agents/narrative_agent.py,38,"disb = m.get(""disbursement_volume_mtd"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0447,HIGH,backend/python/multi_agent/agents/narrative_agent.py,66,"breaches = m.get(""breaches"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0448,HIGH,backend/python/multi_agent/agents/pricing_agent.py,19,"spread = ctx.metrics.get(""spread"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0449,HIGH,backend/python/multi_agent/agents/retention_agent.py,76,"summary=f""Retention: {total} customers, {metrics.get('repeat_rate', 0):.0%} repeat. {len(alerts)} alerts."",",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0450,HIGH,backend/python/multi_agent/agents/revenue_strategy_agent.py,48,"leakage_est = m.get(""total_outstanding_balance"", 0) * (1 - collection_rate)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0451,HIGH,backend/python/multi_agent/agents/revenue_strategy_agent.py,62,"disb = m.get(""disbursement_volume_mtd"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
